Composite.Element.REF	TCGA-FF-8041-01	TCGA-FF-8042-01	TCGA-FF-8043-01	TCGA-FF-8046-01	TCGA-FF-8047-01	TCGA-FF-8061-01	TCGA-FF-8062-01	TCGA-G8-6325-01	TCGA-G8-6326-01	TCGA-G8-6906-01	TCGA-G8-6914-01	TCGA-FA-8693-01	TCGA-FM-8000-01	TCGA-FA-A82F-01	TCGA-FA-A86F-01	TCGA-FA-A7Q1-01	TCGA-FF-A7CW-01	TCGA-FA-A4BB-01	TCGA-FA-A7DS-01	TCGA-FA-A4XK-01	TCGA-RQ-A68N-01	TCGA-FA-A6HN-01	TCGA-FA-A6HO-01	TCGA-RQ-A6JB-01	TCGA-FF-A7CR-01	TCGA-FF-A7CX-01	TCGA-VB-A8QN-01	TCGA-GS-A9TT-01	TCGA-GS-A9TV-01	TCGA-GS-A9TW-01	TCGA-GS-A9TX-01	TCGA-GS-A9TZ-01	TCGA-GS-A9U4-01
FOXO3|FOXO3a	-0.633330182	-0.545187475	-0.588194522	-0.551967643	-0.510572546	-0.50220281	-0.686648778	-0.447469922	-0.339302192	-0.649061122	-0.582457375	-0.327155682	-0.733925206	-0.345477785	-0.6186973	-0.384866362	-0.661925944	-0.505563037	-0.589682867	-0.44507633	-0.610632215	-0.655319349	-0.462293731	-0.347893542	-0.73923133	-0.404340699	-0.673877949	-0.599209208	-0.752387319	-0.744933463	-0.549116207	-0.558184481	-0.454891411
GAB2|GAB2	1.017116217	0.559029393	0.452491031	0.453778485	1.568302879	0.775119914	0.779994526	1.086177946	0.759934235	0.966650831	0.840293878	1.007012996	0.784171088	0.575030035	0.596492933	1.109771125	0.598368004	0.552372021	0.776276672	1.603401285	0.774668385	0.834187273	0.868320416	0.611904012	1.040757434	0.970506887	1.053552281	0.965797413	1.207157677	1.015272346	0.545383754	0.725469849	1.176865361
GATA3|GATA3	-0.093147647	-0.245598228	-0.21650821	0.032674182	-0.124733619	0.072218308	0.010837266	0.073962464	0.578392117	-0.256085788	0.042629066	0.291264004	0.006135953	0.163909354	0.379607054	-0.107379014	0.242565316	0.167474912	-0.282161228	-0.284904735	-0.246940483	0.237639683	0.110070986	-0.084609167	-0.143263683	-0.047872321	-0.256589491	-0.090585137	0.336116536	-0.238509025	0.352266191	0.308773386	-0.096548178
GSK3A GSK3B|GSK3-alpha-beta	0.607233489	0.432282445	1.047434758	0.593968679	0.803927729	0.863580126	0.420658294	0.79489586	0.921847301	0.641436204	0.799056184	0.845686497	0.804121958	1.078755911	0.795100665	0.548354725	0.744923114	0.982359225	0.815982859	0.768002229	0.814636965	0.747859868	0.650819509	0.588103664	0.721475135	0.712082502	0.911595213	0.903584191	0.688526042	0.887663278	0.707206364	0.722492997	0.466660606
GSK3A GSK3B|GSK3-alpha-beta_pS21_S9	0.59781775	0.947656291	0.954063552	0.579309373	2.131144315	0.829065215	1.59347017	0.868005475	2.199497567	1.290474681	0.900278491	0.103982565	1.035396781	-0.58956476	2.514961895	1.502757427	1.487747219	0.876127265	-0.632031	0.018296361	1.063667469	1.852384309	1.690434607	1.333382352	1.937301219	1.097347869	0.491938352	0.806981235	1.741655327	0.520195935	1.730449719	1.282626365	1.328463617
ERBB2|HER2	-0.711982481	-0.718692289	-0.546869466	-0.509008865	-0.414395975	-0.458432353	-0.358611297	-0.474006379	-0.637123769	-0.766617108	-0.463609759	-0.422374463	-0.44236308	-0.337254192	-0.672842852	-0.355499282	-0.717936638	-0.394050141	-0.773155697	-0.549609693	-0.467486244	-0.596507538	-0.43226237	-0.527471524	-0.919242361	-0.410865139	-0.562894319	-0.675436321	-0.66520373	-0.447339058	-0.494213563	-0.306218481	-0.401102158
ERBB2|HER2_pY1248	-0.455667236	-0.421890702	-0.563883259	-0.111157889	-0.336514145	-0.188844933	-0.546095626	-0.452920378	-0.013565652	-0.357406228	-0.563590735	-0.585258924	-0.592602349	-0.246377801	-0.467109255	-0.577823857	-0.703730952	-0.600455934	-0.072248403	-0.674904725	-0.607846699	-0.580624781	-0.666472965	-0.178634232	-0.698588261	-0.381378998	-0.556460291	-0.210007201	-0.717808562	-0.483561617	-0.468643869	-0.36233834	-0.093802697
ERBB3|HER3	-0.458538703	-0.508176438	-0.347643356	1.045342122	-0.270022303	-0.262940616	-0.520183475	-0.297606464	-0.558662262	-0.68476504	-0.502899946	-0.514451244	-0.615934834	-0.077751499	-0.685386911	0.168971642	0.914186647	-0.564097967	-0.340334875	-0.489641401	-0.344798985	-0.540284845	-0.322019853	-0.330315126	-0.499679558	-0.24646426	-0.581139894	1.705157719	-0.757701247	-0.48080729	-0.469779171	-0.433405011	0.759793583
ERBB3|HER3_pY1298	0.382679433	0.118678581	0.28915373	0.645994016	0.182283131	0.339746384	0.24401785	0.428261121	0.230729593	0.432973028	0.203702704	0.306607506	0.129953178	0.629022096	0.463713312	0.249414344	0.360927829	0.668860798	0.443607469	0.442609311	0.215162769	0.638881493	0.185043258	0.545045568	0.163497073	0.235835311	0.289249341	0.533307846	0.359574665	0.410262821	0.323124143	0.690090741	0.372271904
HSPA1A|HSP70	-0.025548429	-0.155761611	-0.357286573	0.428082913	-0.137548929	-0.31010967	-0.084337061	-0.313938749	0.229890838	-0.379070241	-0.235812938	0.082517867	-0.242808102	0.066600445	-0.339949033	0.00338999	0.285938709	0.054509981	0.848854564	0.016286225	-0.20410539	-0.340423983	0.237383305	0.536610986	-0.094205129	-0.462756558	-0.025599448	0.147315752	0.015320585	-0.308724306	-0.425246516	-0.083966718	0.429448484
IGFBP2|IGFBP2	-0.044854247	0.250583192	-0.769513583	-0.849072406	-0.785194087	-0.641031301	-0.243437804	-0.122032019	-0.493740513	-0.170670484	-0.786139619	-0.110773641	0.476301822	-0.772184443	-0.693639594	0.402625319	-0.844112842	-0.414284347	-0.535081372	-0.204519949	-0.00469186	-0.62749878	-0.636035246	-0.365056015	-1.077494105	-0.514268186	-0.155894572	0.130494664	-1.090788288	-0.771695343	-0.7087588	-0.633934173	0.339910082
INPP4B|INPP4B	-1.917829594	-1.994843679	-1.868040932	-1.538576545	-1.41794758	-2.133700269	-1.120414147	-1.375091257	-0.551417913	-2.47173444	-1.802528868	-1.102485441	-2.344004573	-1.166171062	-0.638803801	-1.062285073	-1.87801377	-1.05225558	-1.822095988	-1.665711258	-1.435707051	-1.04931923	-0.995604184	-1.845438718	-1.620036685	-1.450398911	-2.103157049	-2.290969102	-0.571796582	-1.334994335	-0.991956472	-1.565433596	-1.276301504
IRS1|IRS1	-0.475233491	-0.046722403	-0.859850915	-0.486388373	-0.551088412	-0.008018489	-0.675077512	-0.533159657	-0.410868476	-0.509972408	-0.836412242	-0.672091633	-0.234566279	-0.191113589	-0.628117144	-0.487925115	-0.763376446	-0.676506113	-0.471606499	-0.699311037	-0.813449549	-0.542952699	-0.644827492	-0.325197621	-0.747885005	-0.623153863	-0.550823695	-0.46934058	-0.875099865	-0.681377868	-0.539081655	-0.519986092	-0.324071723
MAPK8|JNK_pT183_Y185	-0.703487331	-0.864544242	-0.566954972	-0.293324627	-0.716891831	-0.652576964	-0.81307102	-0.656777444	-0.746361512	-0.576315905	-0.849625338	-0.848750621	-0.859971216	-0.423338411	-0.283280109	-0.140886618	-0.768924036	-0.700270904	-0.737602016	-1.093726902	-0.355625157	-0.418237073	-0.511001196	-0.349376842	-0.853929076	-0.685390597	-0.953792479	-0.605508773	-0.992758727	-0.496854754	-0.607083812	-0.660108038	-0.564835705
MAPK9|JNK2	0.607022117	0.183164907	0.788295024	0.074022522	0.277998056	0.379751398	0.295965487	0.509831384	0.906948722	0.498905075	0.075602093	0.392645422	0.495511888	-0.305343906	0.612108442	1.33933827	0.417979286	0.322861521	0.000531753	0.525871943	-0.199491983	0.116955128	0.542281253	0.077089636	0.242843288	0.614661802	0.362571526	0.363165253	0.669321526	0.331049745	0.950571629	0.772109448	0.148540071
XRCC5|Ku80	2.121258506	1.624823395	1.750063241	2.539788232	1.911656508	2.205547713	1.850980288	2.322506282	1.147214071	2.125353095	1.734309806	1.922019338	2.065250245	2.266375483	2.115515464	1.449166629	1.997610667	1.490935761	2.360249704	2.447108554	2.135148899	2.475609059	1.660946766	1.493681077	2.066759568	2.002710334	2.041646859	2.514038626	1.901484744	2.416234504	2.642470959	2.638594796	1.407306581
LCK|Lck	2.168622952	2.092217154	1.811539779	2.064079363	2.146362077	1.920824212	1.666934024	1.772665823	1.295469459	1.916806308	2.319202161	1.844707859	2.690710497	1.79486829	2.443285174	1.721822907	1.675101692	1.778894635	1.619341882	1.181733697	1.729185214	2.198096611	1.984289796	1.503180299	2.028319413	1.853115211	1.828151399	1.309826014	2.440723923	1.522266421	2.512256751	2.237130469	1.900849427
STK11|LKB1	0.452103309	0.410958579	0.425528874	0.389399315	0.219532328	0.47714657	0.192285466	0.730951806	0.925990432	0.392342337	0.320807395	0.505984616	0.511123996	0.560744433	0.39196473	0.323555996	0.247532484	0.673562563	0.68569147	0.495067946	0.343789437	0.349497413	0.298394025	0.790498299	0.221420769	0.623324131	0.405640547	0.376015463	0.370990521	0.485384729	0.320329455	0.294751685	0.670112288
MAPK1 MAPK3|MAPK_pT202_Y204	-1.262289166	-0.168388773	-0.583227645	-0.510370936	-0.666439289	-1.297826107	0.278043485	-0.803292978	-0.179079797	-1.217275858	-0.781355298	-1.242753453	-0.811112505	-1.174723434	0.798854639	-0.323355035	-0.177746363	-0.841052592	-1.463987878	-1.465183175	-0.100600554	-1.004698642	-0.470283004	0.724550096	-0.641921131	-0.370260908	-1.11772231	-1.040983859	-0.957704266	-0.789134004	-1.327941556	-0.78821487	-0.52195884
MAP2K1|MEK1	1.663193261	0.9480984	1.164043076	0.556202117	0.555918047	0.997675485	1.151207766	1.040421637	1.172131085	1.232600923	0.42025211	0.339447668	2.025792557	-1.057848965	0.477846844	1.236227967	0.199056959	0.251135506	-1.405369751	1.137128785	-0.665838837	-0.632507043	0.586614702	0.802244514	0.03331301	1.047571013	1.353437905	1.059574446	0.365574232	0.395327742	1.697391953	1.337391497	0.539694303
MAP2K1|MEK1_pS217_S221	-0.396483018	-0.049283252	-0.149699273	-0.167133594	-0.375978506	-0.272093091	-0.248511588	-0.041497867	-0.088134968	0.141935544	-0.083193099	-0.276409609	-0.169069524	-0.213928534	-0.202890066	-0.181273673	-0.352049901	0.028341666	-0.042419147	-0.304875785	-0.051051222	-0.248466967	-0.290125383	0.020726039	-0.522513429	-0.351128632	-0.232313014	-0.339908404	-0.35378374	-0.201123129	-0.552070661	-0.151700164	-0.035586538
ERRFI1|MIG-6	-0.012280762	0.047923614	0.168008112	-0.117294267	-0.146460453	-0.049562406	-0.263671798	0.246403478	0.291539241	-0.043876797	-0.083530541	0.038022664	-0.201056477	0.186329774	-0.124765361	-0.205671149	-0.184329526	0.103912425	-0.047402139	0.099833519	-0.075229227	0.009181605	-0.139762383	0.075434471	-0.084441926	0.048049806	0.103972926	0.111011047	0.025873742	0.220515136	-0.10835125	0.067681977	0.069585009
MRE11A|Mre11	0.131064923	0.110670795	0.201665832	0.060744891	-0.025168913	0.127605285	-0.03903539	0.102737111	0.048874308	0.028351555	0.004305177	0.102994012	-0.069018405	0.277679178	0.014239863	0.241273277	-0.00494518	0.127042206	0.286480418	0.11143073	0.15371761	-0.006982216	0.12110392	0.220827806	-0.091280945	0.151453447	-0.088560306	0.078158062	-0.004049701	0.104409932	0.033625832	0.062453302	0.254876127
MTOR|mTOR	0.96379448	0.948214662	1.359412769	1.11860437	1.276473445	1.202435905	1.084396308	1.375299981	-0.226449592	1.06943744	1.074232273	1.402434613	1.245803269	1.098830214	1.328583653	1.429868251	0.963471008	1.4078185	1.029033653	0.944657469	1.149599258	1.258092856	1.085914388	0.531485586	1.21050267	0.916550488	1.1047987	0.68892596	1.405307765	1.200966663	1.251631619	0.895139349	0.968250942
MTOR|mTOR_pS2448	-0.675633645	-0.593372049	-0.647899694	-0.775580872	-0.191372212	-0.774429351	-0.340353755	-0.411410422	-1.404104213	-0.613618303	-0.52441157	-0.755630571	-0.721122609	-1.033304409	-0.037145026	-0.218529115	-0.339653506	-0.428855701	-1.086302408	-0.885550673	-0.291844244	-0.170762927	-0.108678967	-0.980975138	-0.308235663	-0.731184297	-0.922700025	-0.908498134	-0.227429733	-0.637140253	-0.175921082	-0.363812969	-0.748204199
CDH2|N-Cadherin	-0.809917841	-0.585988434	-0.930919223	-0.472092128	-0.565903412	-0.647794523	-0.729058859	-0.685291831	-0.735308798	-0.905334485	-0.843661449	-0.732988476	-0.958964683	-0.294822294	-0.835749942	-0.30624251	-0.609384163	-0.524780713	-0.448355733	-0.781508912	-0.741617624	-0.792249992	-0.577104442	-0.349021428	-1.026703725	-0.82646984	-0.829547071	-0.613096254	-0.82994679	-0.711640087	-0.827233741	-0.480864825	-0.298927018
NFKB1|NF-kB-p65_pS536	0.947152042	-0.007674535	0.622086386	-0.062267509	0.500961392	0.102138959	0.842641043	-0.225897301	-1.244535087	0.94520675	0.632522057	-0.393886522	0.698205092	-0.268601096	0.171187879	0.481346742	0.620293237	-0.28683788	-0.247014292	-0.374525722	-0.356498346	1.06639773	0.099337906	-0.097900699	1.412222644	-0.494945428	0.792079135	0.828309596	1.650959957	0.865651247	1.904670417	1.938158687	1.111119963
NF2|NF2	1.188537756	0.549351073	0.498471115	1.30545631	1.130549261	1.232021679	0.864492551	1.229335269	0.933804844	1.281813256	1.082755446	1.358303744	1.094500008	1.299707299	1.32728387	1.239374205	1.133614676	1.545717428	1.186361263	1.495046824	1.166802485	1.168470503	0.962245156	0.712450811	1.107923968	0.999530368	1.331117792	1.496761891	1.454539841	0.811266911	1.356186525	1.983442241	0.741545357
NOTCH1|Notch1	-0.257337644	-0.355713687	-0.640780854	-0.661897184	-0.822209051	-0.448878958	-0.707878316	-0.402310564	-0.266979877	-0.661421309	-0.72477495	-0.573034108	-0.503096841	-0.790425927	-0.585288924	-0.573600266	-0.564305878	-0.929656902	-0.156302739	-0.72558952	-0.775199731	-0.727317279	-0.579290733	-0.400624632	-0.656793237	-0.596411468	-0.021986285	-0.499833616	-0.652023165	-0.254608451	-0.661430274	-0.781317316	-0.455366225
CDH3|P-Cadherin	-1.531546017	-1.514175657	-1.570762553	-1.529490453	-1.548428575	-1.516159013	-1.554347067	-1.497440968	-1.538546382	-1.611320366	-1.554666359	-1.5103814	-1.605822153	-1.499616855	-1.465993379	-1.513967785	-1.528621532	-1.56005043	-1.47440722	-1.550821774	-1.555811735	-1.535071555	-1.533292719	-1.474718652	-1.570680924	-1.545302652	-1.563939052	-1.535303573	-1.520170033	-1.544675135	-1.506390026	-1.441932841	-1.54437058
CDKN1B|p27	-0.006873368	-0.101268612	-0.411721357	0.333833835	-0.117906317	-0.060932657	0.104820264	-0.04766239	2.020532267	0.090192232	-0.112849228	0.42166617	0.08645781	0.220172863	0.976384485	-0.249561094	-0.148973603	0.424930273	-0.222641449	0.426810622	-0.04135218	0.588837732	0.093271633	0.729936887	0.034234329	1.306394698	-0.256389608	-0.25805667	0.684612671	0.055588435	0.947317219	0.369348305	0.236189347
CDKN1B|p27_pT157	-0.241987329	-0.262831149	-0.438140221	-0.158180864	-0.08757822	-0.136634075	-0.302461528	-0.229257851	-0.061515695	-0.285849589	-0.299410582	-0.341149843	-0.155313455	-0.301138506	-0.279923198	-0.121945488	-0.333387839	-0.452958234	-0.261508504	-0.278830823	-0.366430774	-0.181901739	-0.202161622	-0.137677223	-0.405776248	-0.157652548	-0.260148769	-0.278516712	-0.321510758	-0.231558438	-0.187063535	-0.247279246	-0.308338735
MAPK14|p38_MAPK	0.352663186	0.461506565	0.362785908	0.404304094	0.332384659	0.551619488	0.173955542	0.770665308	0.111198919	0.384152518	0.488015465	0.73428007	0.322883948	0.717342021	0.588427707	0.478306702	0.100414419	0.883273254	0.618089152	0.289833658	0.542496517	0.846878529	0.457192058	-0.064884297	0.522433746	0.194638144	0.631185016	0.361731768	0.956266395	0.835735999	0.681164819	0.735921859	0.61694658
MAPK14|p38_pT180_Y182	-0.357812352	0.18867059	0.220302135	0.166691267	1.009645237	-0.355321745	0.781458431	1.025827761	-0.804119796	-0.0855895	0.002866277	-0.143885331	-0.106022686	-1.381887426	1.53861984	0.015158762	0.672172157	1.120268116	-1.678988146	-1.158652375	0.414494279	1.223973107	0.990452708	-0.063749323	0.957877433	0.108133561	-0.583948427	-0.447469485	1.23534819	0.253442054	1.012828244	0.987313811	0.880780495
TP53|p53	-1.88778138	-1.732517816	-1.988097587	-1.716789814	-1.42222857	-1.288552247	-1.851640569	-1.501252427	-3.735336515	-2.058364827	-1.953237064	-1.654654562	-2.484960569	0.364561449	-1.649429056	-1.052324979	-1.797595785	-1.636420639	-1.548743102	-1.580566605	-1.69323127	-1.479605572	-1.347859404	-1.490278593	-1.966296298	-1.668924177	-1.88670033	-1.769106723	-1.616873249	-1.595165567	-1.623288306	-1.8528995	-1.722333219
RPS6KB1|p70S6K	0.974785512	0.749631627	1.074503256	0.804652366	1.461156833	0.953608144	0.609171163	0.92442333	0.881395751	0.784430853	0.857550874	0.898933017	1.251664246	0.439054466	0.885715758	1.125363182	0.795337218	0.658851114	0.805141069	0.802895683	0.530896712	1.002381717	0.809351964	0.526238945	0.808257154	0.704769019	1.043593625	0.619553174	0.753914584	0.929193173	1.136668731	1.285003922	0.405458845
RPS6KB1|p70S6K_pT389	-1.041547577	-0.899053324	-1.083356598	-1.149067555	-0.460303038	-1.012716719	-0.996593309	-1.074449513	-1.786450269	-1.411912938	-1.074755895	-1.404884508	-1.156566648	-1.038260855	-1.27854454	-0.50173565	-1.014830561	-1.132128312	-1.111133879	-1.313922165	-0.869642009	-1.189923222	-0.875457944	-0.853173523	-1.349760498	-1.534680461	-1.524640342	-1.306734676	-1.438997681	-1.233605113	-1.24213578	-1.071364183	-0.943390527
RPS6KA1|p90RSK_pT359_S363	-0.786378002	-0.490535315	-0.755660234	-0.614674784	-0.484707994	-0.753679293	-0.438448331	-0.728192106	-0.911125614	-0.811481134	-0.792339187	-0.837510702	-0.72366581	-0.551084593	-0.609273382	-0.414056413	-0.625831997	-0.620683218	-0.582632208	-0.835680275	-0.680493258	-0.575581829	-0.573934148	-0.353494792	-0.768821281	-0.892693851	-0.791015257	-0.782027546	-0.953422017	-0.7508271	-0.676968389	-0.633382138	-0.280015827
SERPINE1|PAI-1	-1.586280578	-1.284536548	-0.38662332	-1.928074356	-2.42072545	-0.891469805	-1.621491187	-0.355397967	-1.424898755	0.225627918	-1.07956736	-2.519333326	-2.287238853	-0.188166542	-3.023221	-1.156257093	-2.701697207	-1.522425444	-0.447659289	-1.941314244	-1.54993252	-3.138368435	-2.920918126	-1.256082467	-2.705057495	-0.993072453	-0.117103988	1.200442111	-2.907481214	-0.209107648	-2.47234139	-2.348998811	-0.889589464
PXN|Paxillin	-0.028905352	-0.182161272	-0.168749174	-0.224036654	-0.812286739	-0.214066134	-0.055915371	0.315152606	1.093329174	-0.040176793	-0.025727256	0.066340117	-0.184842462	-1.029339495	0.165422256	-0.030009746	-0.270823572	-1.187225495	-0.416715155	-0.318061779	-0.105837318	0.091942199	-0.212826143	0.111660785	-0.243469879	-0.034288362	-0.13170479	-0.128161102	0.345004371	0.125932206	0.007193369	-0.00370957	0.160446957
PCNA|PCNA	-0.378246619	-0.38809474	-0.061864863	-0.246087553	-0.767452454	-0.242272279	-0.893530011	-0.558063981	-0.77347877	-0.899148651	-0.587477255	-0.653593733	-0.502968654	-0.373862017	-0.913741843	-0.736477369	-0.751121319	-0.771142814	-0.24595619	-0.567352889	-0.675122216	-0.756225751	-0.824338709	-0.540833898	-0.593898723	-0.459205031	-0.327683188	-0.431102084	-0.859156686	-0.450978426	-0.885673135	-0.752497037	-1.027589759
PDK1|PDK1_pS241	0.712315663	0.363102642	1.29997748	0.938492728	0.739831769	1.059000181	0.647094502	1.184204203	0.754384784	0.951146521	0.79786444	1.135831242	1.462292981	0.585719458	1.10859994	0.627098365	0.735711426	1.429514675	0.62848669	0.922224212	0.776137788	1.085265927	0.748996441	0.520793244	1.173091262	0.63573724	0.882751362	0.461072314	1.355587883	0.881166563	1.024827309	1.15609747	0.737249724
PEA15|PEA15	0.800067681	0.361402546	0.777599018	0.878639512	0.660727569	0.631493118	0.633909861	1.472919525	1.47989654	0.904744958	0.843744165	1.046990415	1.138597293	1.46902476	1.224600565	1.117808547	0.853162588	1.465666675	0.74160953	1.188716034	1.025138404	1.150281524	0.873002643	1.251500449	0.759639552	1.001728743	1.024558036	0.806657658	1.111750298	0.980715351	1.124256305	1.386541312	1.044397903
PIK3CA |PI3K-p110-alpha	-0.540946599	-0.062504244	-0.187582724	-0.20497955	0.126664762	-0.402840505	-0.569639978	-0.023514674	-0.29066861	-0.440534079	-0.299765942	-0.381635218	-0.741737962	0.261332824	-0.554142256	-0.131028065	-0.470335937	-0.232892524	-0.595211992	-0.584193935	-0.48029953	-0.319354913	-0.255420156	-0.382757133	-0.557024845	-0.272693989	-0.005647533	-0.688900585	-0.500846301	-0.34634794	-0.248640389	-0.769753625	-0.678725466
PRKCA |PKC-alpha	-0.488381782	-1.405853786	-0.760655039	-0.318691317	-0.508426066	-0.264407783	-0.522042565	-1.155231468	-1.744931644	-1.15280745	-0.797193936	-0.646986861	-1.108144449	-0.892953165	-0.630555868	-0.183053713	-0.947638435	0.116867533	-0.926908167	-0.244010699	-0.636983756	-0.41220066	-0.95125041	-1.542083801	-0.865634361	-0.555239704	-1.080282808	-1.119486914	-0.336447333	-1.022301754	0.080299253	-0.588453086	-0.700509695
PRKCA |PKC-alpha_pS657	-0.779093853	-1.782722514	-0.954720904	-0.386118401	-0.464016712	-0.251492966	-0.525068117	-1.181381674	-2.825118943	-1.303407776	-1.051800932	-0.752559416	-1.315114666	-0.765729961	-0.613943151	-0.133998102	-1.065622168	-0.060731437	-1.028064156	-0.392850556	-0.753264217	-0.442028797	-0.980335912	-1.843388925	-0.923291583	-0.935045717	-1.134393862	-1.411864703	-0.527440173	-1.505495224	-0.032511111	-0.790310595	-0.986269122
PRKCD|PKC-delta_pS664	0.487188099	0.050375764	-0.097451863	-0.027421272	0.603327285	0.163263732	0.21167925	0.434510707	-0.261200825	0.425804243	0.347869244	0.331620151	0.686371936	-0.441670523	0.443326571	0.477183591	0.374930628	0.296194825	-0.288956135	0.1659942	0.02066939	0.705420032	0.444287617	0.045497994	0.391602366	0.331624952	0.015912234	0.14092183	0.530631403	-0.064884393	0.96844819	0.547403409	-0.122976248
PGR|PR	-0.604449377	-0.667177303	-0.629152083	-0.640487123	-0.652818577	-0.607912923	-0.782767619	-0.633248617	-0.694900752	-0.654903379	-0.676064285	-0.713746142	-0.686190239	-0.591040143	-0.753954445	-0.608957942	-0.792569405	-0.755555931	-0.397969903	-0.64301164	-0.618754782	-0.664232054	-0.780378389	-0.600037965	-0.668767724	-0.473834826	-0.718918357	-0.476535247	-0.809581242	-0.705531594	-0.689437281	-0.541137526	-0.813455178
AKT1S1|PRAS40_pT246	0.045814347	0.202466198	-0.00131152	0.126273902	0.505568769	0.07509249	0.347526272	0.077586357	0.408801165	0.269706027	-0.015973032	-0.058071382	0.265649045	-0.068193083	0.442976784	0.34380733	0.129783447	-0.046265095	0.009345173	-0.035604892	0.104407219	0.255124108	0.295817698	0.308224692	0.16453985	0.149850778	-0.014261385	0.117006448	0.099733649	0.110809511	0.202070565	-0.005113728	-0.048738417
PTEN|PTEN	0.402115049	0.145799991	0.594502494	-0.284707902	0.276860375	0.97374286	0.386685945	0.344398607	-0.85407104	0.633035166	0.665672245	0.431402038	1.826230087	-0.358122334	0.219932963	0.261982442	0.614865661	0.03257789	0.26548694	0.67670232	0.391958734	0.44915404	0.132972351	-0.273780396	0.809498395	0.377637117	0.081541671	0.218814953	0.474008587	0.108251973	0.168010298	0.33695085	0.465901823
RAD50|Rad50	0.314145207	0.211260086	0.55429119	0.21001288	-0.219036779	0.141605279	-0.071069066	0.16923486	-0.319652346	-0.002907597	-0.006332736	0.141311109	-0.067667389	0.514126619	0.074201655	0.209168587	0.15953841	0.250263635	0.28202181	0.332809229	0.240921562	0.090316204	0.201875743	-0.155136759	0.05920509	0.217806896	-0.569923179	0.158048278	0.04062639	0.162562383	0.171529585	0.37889072	-0.304482394
RAD51|Rad51	-0.833594393	-0.491612094	-0.779447047	-0.411813903	-0.649972161	-0.530164582	-0.738200903	-0.707950258	-1.101280292	-1.06133851	-0.639110294	-0.652134362	-0.727840597	-0.266846756	-0.973058282	-0.45306743	-0.509523101	-0.27228213	-0.268901738	-0.803206373	-0.670709048	-0.71259443	-0.669701318	-0.120797607	-0.913928842	-0.834953354	-0.42521339	-0.760048396	-0.930680228	-0.545670311	-0.854862451	-0.892766146	0.205724394
RB1|Rb_pS807_S811	0.711206083	1.891493134	-0.267022679	0.673453084	2.25204265	1.929486945	1.674199788	0.295309766	0.181621673	0.179198531	1.440474215	1.028305995	0.326748226	-1.184074642	0.574741607	0.362688395	1.397339278	0.516149469	-1.016050323	-0.168851156	1.249820393	0.74684727	1.290232247	0.60339151	2.485538628	1.449920207	0.76432691	1.688380589	0.783699576	0.862065559	0.975336981	0.199827713	0.005323916
RPS6|S6	1.416138758	0.717712531	1.283537781	1.94221071	1.546719278	1.970628809	1.176023437	1.434779235	-0.077347806	1.432547713	1.31586383	1.340677276	1.088062682	1.982417255	1.311148297	1.483173848	1.407596154	1.285895411	1.583553673	1.711799527	1.599970093	1.746630342	1.473738863	1.015719424	1.793715327	1.642131689	1.244154454	1.486654611	1.693870634	1.897023501	2.049759307	1.607309582	0.509482159
RPS6|S6_pS235_S236	-1.529048576	-1.81035822	-0.958887462	-0.837800955	-0.482885586	-1.616253307	0.087047532	-0.202768361	-2.422701927	-0.881662047	-0.317405545	-1.428927686	-1.95341065	-1.308401068	-0.548036097	-0.127008672	0.324570328	-0.458223415	-1.376975856	-0.423515115	0.983352021	-0.254824669	-0.540084669	-0.98826348	0.448684164	-1.266370233	-1.531106738	-1.187247084	0.178194914	-0.1942151	-0.790246492	-0.943540005	0.70575413
RPS6|S6_pS240_S244	-0.630586205	-2.142196697	-1.108968216	-0.727512335	-0.661972365	-1.473285523	0.393065481	-0.908166819	-2.272794661	-0.971570593	-0.83168471	-1.291604216	-2.439135176	-1.28242813	-0.991729446	-0.35158687	0.121980137	-0.729574908	-0.718476266	0.040848691	0.768294917	-0.297176023	-0.754084219	-1.287544769	0.441259135	-1.421619303	-1.867982923	-0.831612395	0.137026158	0.380281594	-0.36849843	-0.461658257	0.48509014
SHC1|Shc_pY317	-2.533584222	-2.494283242	-2.11979305	-2.305218474	-2.107921758	-2.35315073	-2.343653539	-2.295822215	-2.180233096	-2.48364465	-2.222001773	-2.26925131	-2.162756427	-2.581303427	-2.227664513	-2.126410091	-2.389151825	-2.385711949	-2.489816317	-2.336285253	-2.509681867	-2.275404196	-2.294197798	-2.508325383	-2.385670328	-2.358125757	-2.200779282	-2.472354647	-2.278366199	-2.308745204	-2.180813787	-2.389581039	-2.448636927
SMAD1|Smad1	2.086441462	-0.185346536	1.18043507	2.050413248	0.494051674	0.850332676	0.292797885	0.100357815	0.62158681	0.978154645	0.649172026	0.059030832	0.211593872	0.385098856	0.806081618	-0.262158011	0.291612298	0.629486865	0.429649041	0.219532604	0.056953287	0.294602998	0.18883924	0.303383264	0.078962485	0.853752867	-0.182937246	0.607419317	0.359429203	1.455007986	2.787731631	2.691354477	-0.847941373
